Contig,Source,Locus,Number of Genes (before filtering)
JAKCOX010000008.1,Cranes/Black_Rail/bLatJam1_pri,TRG,15
CM021641.1,Cranes/Grey_CrownedCrane/bBalReg1_pri,TRA,23
CM021618.1,Cranes/Grey_CrownedCrane/bBalReg1_pri,TRB,4
CM021619.1,Cranes/Grey_CrownedCrane/bBalReg1_pri,TRG,39
CM021641.1,Cranes/Grey_CrownedCrane/bBalReg1_pri,TRD,16
JAAIYD010000280.1,Cranes/Grey_CrownedCrane/bBalReg1_alt,TRB,8
JAAIYD010000758.1,Cranes/Grey_CrownedCrane/bBalReg1_alt,TRG,30
JAAIYD010000759.1,Cranes/Grey_CrownedCrane/bBalReg1_alt,TRD,15
CM054326.1,Cranes/Whooping_Crane/bGruAme1_pri,TRA,73
CM054305.1,Cranes/Whooping_Crane/bGruAme1_pri,TRB,6
CM054306.1,Cranes/Whooping_Crane/bGruAme1_pri,TRG,36
CM054326.1,Cranes/Whooping_Crane/bGruAme1_pri,TRD,16
CM054269.1,Cranes/Whooping_Crane/bGruAme1_alt,TRG,19
OZ067125.1,Cranes/Eurasian_Crane/bGruGru1_pri,TRA,50
OZ067103.1,Cranes/Eurasian_Crane/bGruGru1_pri,TRB,8
OZ067104.1,Cranes/Eurasian_Crane/bGruGru1_pri,TRG,37
OZ067125.1,Cranes/Eurasian_Crane/bGruGru1_pri,TRD,21
CM036928.1,Cranes/Takahe/bPorHoc1_pri,TRA,29
CM036905.1,Cranes/Takahe/bPorHoc1_pri,TRB,16
CM036906.1,Cranes/Takahe/bPorHoc1_pri,TRG,22
JAJHSZ010000004.1,Cranes/Takahe/bPorHoc1_alt,TRB,18
JAJHSZ010000001.1,Cranes/Takahe/bPorHoc1_alt,TRG,27
OZ175140.1,Cranes/Common_Moorhen/bGalChl1_pri,TRB,22
OZ175141.1,Cranes/Common_Moorhen/bGalChl1_pri,TRG,11
OZ175166.1,Cranes/Common_Moorhen/bGalChl1_pri,TRA,22
OZ175166.1,Cranes/Common_Moorhen/bGalChl1_pri,TRD,1
JAKCOZ010000040.1,Cranes/Virginia_Rail/bRalLim1_pri,TRA,36
JAKCOZ010000001.1,Cranes/Virginia_Rail/bRalLim1_pri,TRB,16
JAKCOZ010000014.1,Cranes/Virginia_Rail/bRalLim1_pri,TRG,24
JAKCPA010000306.1,Cranes/Virginia_Rail/bRalLim1_alt,TRG,23
JAKCPA010000047.1,Cranes/Virginia_Rail/bRalLim1_alt,TRA,32
JAKCPA010000005.1,Cranes/Virginia_Rail/bRalLim1_alt,TRB,16
JAKCPA010000047.1,Cranes/Virginia_Rail/bRalLim1_alt,TRD,2
CM106451.1,MiscBirds/Elegant_Crested_Tinamou/bEudEle1_pri,TRA,33
CM106427.1,MiscBirds/Elegant_Crested_Tinamou/bEudEle1_pri,TRB,21
CM106428.1,MiscBirds/Elegant_Crested_Tinamou/bEudEle1_pri,TRG,3
CM106413.1,MiscBirds/Elegant_Crested_Tinamou/bEudEle1_alt,TRA,34
CM106389.1,MiscBirds/Elegant_Crested_Tinamou/bEudEle1_alt,TRB,21
CM106390.1,MiscBirds/Elegant_Crested_Tinamou/bEudEle1_alt,TRG,3
CM050677.1,MiscBirds/Kagu/bRhyJub1_pri,TRA,13
CM050652.1,MiscBirds/Kagu/bRhyJub1_pri,TRB,6
CM050653.1,MiscBirds/Kagu/bRhyJub1_pri,TRG,5
JAQBHZ010001442.1,MiscBirds/Kagu/bRhyJub1_alt,TRA,2
JAQBHZ010000004.1,MiscBirds/Kagu/bRhyJub1_alt,TRG,7
CM030661.1,MiscBirds/Common_Cuckoo/bCucCan1_pri,TRA,23
CM030637.1,MiscBirds/Common_Cuckoo/bCucCan1_pri,TRB,10
CM030638.1,MiscBirds/Common_Cuckoo/bCucCan1_pri,TRG,3
CM030661.1,MiscBirds/Common_Cuckoo/bCucCan1_pri,TRD,3
JAGIYU010000002.1,MiscBirds/Common_Cuckoo/bCucCan1_alt,TRB,11
JAGIYU010000206.1,MiscBirds/Common_Cuckoo/bCucCan1_alt,TRG,3
JAGIYU010000421.1,MiscBirds/Common_Cuckoo/bCucCan1_alt,TRD,3
JAFCHQ010000149.1,MiscBirds/Rifleman/bAcaChl1_pri,TRA,24
CM029184.1,MiscBirds/Rifleman/bAcaChl1_pri,TRB,3
CM029183.1,MiscBirds/Rifleman/bAcaChl1_pri,TRG,8
JAFCHQ010000149.1,MiscBirds/Rifleman/bAcaChl1_pri,TRD,2
JAFCHR010002508.1,MiscBirds/Rifleman/bAcaChl1_alt,TRA,20
JAFCHR010000242.1,MiscBirds/Rifleman/bAcaChl1_alt,TRB,4
JAFCHR010000148.1,MiscBirds/Rifleman/bAcaChl1_alt,TRG,3
CM071236.1,MiscBirds/North_Island_Brown_Kiwi/bAptMan1_pri,TRA,67
CM071209.1,MiscBirds/North_Island_Brown_Kiwi/bAptMan1_pri,TRB,5
CM071210.1,MiscBirds/North_Island_Brown_Kiwi/bAptMan1_pri,TRG,3
CM071193.1,MiscBirds/North_Island_Brown_Kiwi/bAptMan1_alt,TRA,81
CM071166.1,MiscBirds/North_Island_Brown_Kiwi/bAptMan1_alt,TRB,5
CM071167.1,MiscBirds/North_Island_Brown_Kiwi/bAptMan1_alt,TRG,3
CM072409.1,MiscBirds/Emu/bDroNov1_pri,TRA,78
CM072389.1,MiscBirds/Emu/bDroNov1_pri,TRG,2
CM072370.1,MiscBirds/Emu/bDroNov1_alt,TRA,84
CM072349.1,MiscBirds/Emu/bDroNov1_alt,TRB,9
CM072350.1,MiscBirds/Emu/bDroNov1_alt,TRG,2
CM075612.1,MiscBirds/King_Vulture/bSarPap1_pri,TRA,53
CM075586.1,MiscBirds/King_Vulture/bSarPap1_pri,TRB,4
CM075587.1,MiscBirds/King_Vulture/bSarPap1_pri,TRG,5
CM075612.1,MiscBirds/King_Vulture/bSarPap1_pri,TRD,16
CM075573.1,MiscBirds/King_Vulture/bSarPap1_alt,TRA,61
CM075547.1,MiscBirds/King_Vulture/bSarPap1_alt,TRB,4
CM075548.1,MiscBirds/King_Vulture/bSarPap1_alt,TRG,5
CM075573.1,MiscBirds/King_Vulture/bSarPap1_alt,TRD,21
CM081610.1,MiscBirds/Common_Ostrich/bStrCam1_pri,TRA,22
CM081586.1,MiscBirds/Common_Ostrich/bStrCam1_pri,TRB,40
CM081587.1,MiscBirds/Common_Ostrich/bStrCam1_pri,TRG,3
CM081571.1,MiscBirds/Common_Ostrich/bStrCam1_alt,TRA,16
CM081547.1,MiscBirds/Common_Ostrich/bStrCam1_alt,TRB,12
CM081548.1,MiscBirds/Common_Ostrich/bStrCam1_alt,TRG,3
CM054345.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRB,2
CM054349.1,MiscBirds/Speckled_Mousebird/bColStr4_pri,TRG,5
CM054207.1,MiscBirds/Speckled_Mousebird/bColStr4_alt,TRB,2
CM054211.1,MiscBirds/Speckled_Mousebird/bColStr4_alt,TRG,5
CM062557.1,MiscBirds/Northern_Gannet/bMorBas2_pri,TRA,43
CM062534.1,MiscBirds/Northern_Gannet/bMorBas2_pri,TRB,5
CM062533.1,MiscBirds/Northern_Gannet/bMorBas2_pri,TRG,6
CM062557.1,MiscBirds/Northern_Gannet/bMorBas2_pri,TRD,12
CM062591.1,MiscBirds/Northern_Gannet/bMorBas2_alt,TRA,39
CM062568.1,MiscBirds/Northern_Gannet/bMorBas2_alt,TRB,3
CM062567.1,MiscBirds/Northern_Gannet/bMorBas2_alt,TRG,6
CM062591.1,MiscBirds/Northern_Gannet/bMorBas2_alt,TRD,20
OU015549.1,MiscBirds/Eurasian_Nightjar/bCapEur3_pri,TRA,16
OU015523.1,MiscBirds/Eurasian_Nightjar/bCapEur3_pri,TRB,4
OU015530.1,MiscBirds/Eurasian_Nightjar/bCapEur3_pri,TRG,8
OU015549.1,MiscBirds/Eurasian_Nightjar/bCapEur3_pri,TRD,8
CAJRAW010002166.1,MiscBirds/Eurasian_Nightjar/bCapEur3_alt,TRA,13
CAJRAW010002097.1,MiscBirds/Eurasian_Nightjar/bCapEur3_alt,TRB,4
CAJRAW010000008.1,MiscBirds/Eurasian_Nightjar/bCapEur3_alt,TRG,5
CAJRAW010001420.1,MiscBirds/Eurasian_Nightjar/bCapEur3_alt,TRD,7
CM051786.1,MiscBirds/Lesser_Rhea/bPtePen1_pri,TRA,24
CM051761.1,MiscBirds/Lesser_Rhea/bPtePen1_pri,TRB,14
CM051762.1,MiscBirds/Lesser_Rhea/bPtePen1_pri,TRG,5
JAQOLW010000060.1,MiscBirds/Lesser_Rhea/bPtePen1_alt,TRA,26
JAQOLW010000101.1,MiscBirds/Lesser_Rhea/bPtePen1_alt,TRB,12
JAQOLW010000026.1,MiscBirds/Lesser_Rhea/bPtePen1_alt,TRG,2
CM036527.1,MiscBirds/Common_Swift/bApuApu2_pri,TRA,10
CM036503.1,MiscBirds/Common_Swift/bApuApu2_pri,TRB,5
CM036504.1,MiscBirds/Common_Swift/bApuApu2_pri,TRG,3
CM036527.1,MiscBirds/Common_Swift/bApuApu2_pri,TRD,2
JAJGQZ010000028.1,MiscBirds/Common_Swift/bApuApu2_alt,TRB,5
JAJGQZ010000826.1,MiscBirds/Common_Swift/bApuApu2_alt,TRG,3
CM036639.1,MiscBirds/Surucua_Trogon/bTroSur1_pri,TRA,31
CM036617.1,MiscBirds/Surucua_Trogon/bTroSur1_pri,TRB,3
CM036622.1,MiscBirds/Surucua_Trogon/bTroSur1_pri,TRG,3
CM036639.1,MiscBirds/Surucua_Trogon/bTroSur1_pri,TRD,4
JAJGSU010000890.1,MiscBirds/Surucua_Trogon/bTroSur1_alt,TRG,3
JAJGSU010000794.1,MiscBirds/Surucua_Trogon/bTroSur1_alt,TRD,4
OZ196937.1,MiscBirds/RedBilled_Tropicbird/bPhaAeh10_pri,TRA,14
OZ196911.1,MiscBirds/RedBilled_Tropicbird/bPhaAeh10_pri,TRB,2
OZ196912.1,MiscBirds/RedBilled_Tropicbird/bPhaAeh10_pri,TRG,5
OZ196937.1,MiscBirds/RedBilled_Tropicbird/bPhaAeh10_pri,TRD,1
CM020049.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_pri,TRA,17
CM020053.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_pri,TRB,6
CM020054.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_pri,TRG,2
CM020049.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_pri,TRD,20
WNMH01002552.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRB,6
WNMH01002111.1,MiscBirds/Abyssinian_Ground_Hornbill/bBucAby1_alt,TRG,2
CM023757.1,MiscBirds/Great_Potoo/bNycGra1_pri,TRA,22
CM023736.1,MiscBirds/Great_Potoo/bNycGra1_pri,TRB,4
CM023738.1,MiscBirds/Great_Potoo/bNycGra1_pri,TRG,4
CM023757.1,MiscBirds/Great_Potoo/bNycGra1_pri,TRD,13
JABXNW010000152.1,MiscBirds/Great_Potoo/bNycGra1_alt,TRB,4
JABXNW010000894.1,MiscBirds/Great_Potoo/bNycGra1_alt,TRG,4
JABXNW010001070.1,MiscBirds/Great_Potoo/bNycGra1_alt,TRD,6
CM019990.1,MiscBirds/RedCrested_Turaco/bTauEry1_pri,TRA,45
CM019966.1,MiscBirds/RedCrested_Turaco/bTauEry1_pri,TRB,16
CM019972.1,MiscBirds/RedCrested_Turaco/bTauEry1_pri,TRG,16
CM019990.1,MiscBirds/RedCrested_Turaco/bTauEry1_pri,TRD,5
WOXX01002720.1,MiscBirds/RedCrested_Turaco/bTauEry1_alt,TRA,3
WOXX01002644.1,MiscBirds/RedCrested_Turaco/bTauEry1_alt,TRG,11
WOXX01002721.1,MiscBirds/RedCrested_Turaco/bTauEry1_alt,TRD,3
CM071410.1,MiscBirds/Macqueens_Bustard/bChlMac1_pri,TRA,16
CM071386.1,MiscBirds/Macqueens_Bustard/bChlMac1_pri,TRB,4
CM071387.1,MiscBirds/Macqueens_Bustard/bChlMac1_pri,TRG,9
CM071410.1,MiscBirds/Macqueens_Bustard/bChlMac1_pri,TRD,2
CM071374.1,MiscBirds/Macqueens_Bustard/bChlMac1_alt,TRA,16
CM071350.1,MiscBirds/Macqueens_Bustard/bChlMac1_alt,TRB,4
CM071351.1,MiscBirds/Macqueens_Bustard/bChlMac1_alt,TRG,15
CM071374.1,MiscBirds/Macqueens_Bustard/bChlMac1_alt,TRD,2
OZ077832.1,MiscBirds/Corys_Shearwater/bCalBor7_pri,TRA,72
OZ077811.1,MiscBirds/Corys_Shearwater/bCalBor7_pri,TRB,6
OZ077812.1,MiscBirds/Corys_Shearwater/bCalBor7_pri,TRG,4
OZ077832.1,MiscBirds/Corys_Shearwater/bCalBor7_pri,TRD,17
CM051647.1,MiscBirds/Tawny_Frogmouth/bPodStr1_pri,TRA,26
CM051651.1,MiscBirds/Tawny_Frogmouth/bPodStr1_pri,TRB,4
CM051623.1,MiscBirds/Tawny_Frogmouth/bPodStr1_pri,TRG,5
CM051647.1,MiscBirds/Tawny_Frogmouth/bPodStr1_pri,TRD,7
JAQJZI010000143.1,MiscBirds/Tawny_Frogmouth/bPodStr1_alt,TRA,21
JAQJZI010000582.1,MiscBirds/Tawny_Frogmouth/bPodStr1_alt,TRB,4
JAQJZI010000549.1,MiscBirds/Tawny_Frogmouth/bPodStr1_alt,TRG,5
JAQJZI010000143.1,MiscBirds/Tawny_Frogmouth/bPodStr1_alt,TRD,6
CM067803.1,MiscBirds/CuckooRoller/bLepDis1_pri,TRA,66
CM067780.1,MiscBirds/CuckooRoller/bLepDis1_pri,TRB,11
CM067786.1,MiscBirds/CuckooRoller/bLepDis1_pri,TRG,4
CM067833.1,MiscBirds/CuckooRoller/bLepDis1_alt,TRA,9
CM067809.1,MiscBirds/CuckooRoller/bLepDis1_alt,TRB,11
CM067815.1,MiscBirds/CuckooRoller/bLepDis1_alt,TRG,4
CM067833.1,MiscBirds/CuckooRoller/bLepDis1_alt,TRD,4
CM020238.1,MiscBirds/American_Flamingo/bPhoRub2_pri,TRA,22
CM020215.1,MiscBirds/American_Flamingo/bPhoRub2_pri,TRB,6
CM020216.1,MiscBirds/American_Flamingo/bPhoRub2_pri,TRG,40
CM020238.1,MiscBirds/American_Flamingo/bPhoRub2_pri,TRD,9
WNML01001942.1,MiscBirds/American_Flamingo/bPhoRub2_alt,TRB,8
CM061407.1,MiscBirds/Hoatzin/bOpiHoa1_pri,TRA,20
CM061382.1,MiscBirds/Hoatzin/bOpiHoa1_pri,TRB,11
CM061385.1,MiscBirds/Hoatzin/bOpiHoa1_pri,TRG,10
CM061407.1,MiscBirds/Hoatzin/bOpiHoa1_pri,TRD,11
CM061448.1,MiscBirds/Hoatzin/bOpiHoa1_alt,TRA,20
CM061423.1,MiscBirds/Hoatzin/bOpiHoa1_alt,TRB,8
CM061426.1,MiscBirds/Hoatzin/bOpiHoa1_alt,TRG,6
CM061448.1,MiscBirds/Hoatzin/bOpiHoa1_alt,TRD,11
CM020257.1,MiscBirds/RedLegged_Seriema/bCarCri1_pri,TRB,12
CM020283.1,MiscBirds/RedLegged_Seriema/bCarCri1_pri,TRG,7
CM020291.1,MiscBirds/RedLegged_Seriema/bCarCri1_pri,TRD,3
WNMP01000006.1,MiscBirds/RedLegged_Seriema/bCarCri1_alt,TRD,6
CM030214.1,MiscBirds/Maguari_Stork/bCicMag1_pri,TRA,13
CM030193.1,MiscBirds/Maguari_Stork/bCicMag1_pri,TRB,6
CM030194.1,MiscBirds/Maguari_Stork/bCicMag1_pri,TRG,4
CM030214.1,MiscBirds/Maguari_Stork/bCicMag1_pri,TRD,6
JAGFVO010003978.1,MiscBirds/Maguari_Stork/bCicMag1_alt,TRB,3
JAGFVO010003691.1,MiscBirds/Maguari_Stork/bCicMag1_alt,TRG,4
CM036609.1,MiscBirds/Whiskered_Treeswift/bHemCom1_pri,TRA,24
CM036586.1,MiscBirds/Whiskered_Treeswift/bHemCom1_pri,TRB,3
CM036587.1,MiscBirds/Whiskered_Treeswift/bHemCom1_pri,TRG,4
CM036609.1,MiscBirds/Whiskered_Treeswift/bHemCom1_pri,TRD,4
JAJGQX010001302.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRG,4
JAJGQX010001843.1,MiscBirds/Whiskered_Treeswift/bHemCom1_alt,TRD,4
CM060017.1,MiscBirds/Dalmatian_Pelican/bPelCri1_pri,TRA,53
CM060000.1,MiscBirds/Dalmatian_Pelican/bPelCri1_pri,TRB,5
CM060017.1,MiscBirds/Dalmatian_Pelican/bPelCri1_pri,TRD,5
JAUANZ010003896.1,MiscBirds/Dalmatian_Pelican/bPelCri1_alt,TRD,9
CM020407.1,MiscBirds/Carmine_BeeEater/bMerNub1_pri,TRA,38
CM020382.1,MiscBirds/Carmine_BeeEater/bMerNub1_pri,TRB,4
CM020385.1,MiscBirds/Carmine_BeeEater/bMerNub1_pri,TRG,5
WNMV01002731.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRA,36
WNMV01001637.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRB,4
WNMV01001823.1,MiscBirds/Carmine_BeeEater/bMerNub1_alt,TRG,6
CM049908.1,MiscBirds/Humboldt_Penguin/bSphHub1_pri,TRA,60
CM049887.1,MiscBirds/Humboldt_Penguin/bSphHub1_pri,TRB,4
CM049888.1,MiscBirds/Humboldt_Penguin/bSphHub1_pri,TRG,4
CM049908.1,MiscBirds/Humboldt_Penguin/bSphHub1_pri,TRD,30
JAPZLK010000125.1,MiscBirds/Humboldt_Penguin/bSphHub1_alt,TRA,57
JAPZLK010002135.1,MiscBirds/Humboldt_Penguin/bSphHub1_alt,TRB,4
JAPZLK010002984.1,MiscBirds/Humboldt_Penguin/bSphHub1_alt,TRG,2
JAPZLK010000125.1,MiscBirds/Humboldt_Penguin/bSphHub1_alt,TRD,18
CM061672.1,MiscBirds/RedThroated_Loon/bGavSte3_pri,TRA,49
CM061645.1,MiscBirds/RedThroated_Loon/bGavSte3_pri,TRB,4
CM061650.1,MiscBirds/RedThroated_Loon/bGavSte3_pri,TRG,4
CM061672.1,MiscBirds/RedThroated_Loon/bGavSte3_pri,TRD,8
CM061716.1,MiscBirds/RedThroated_Loon/bGavSte3_alt,TRA,50
CM061689.1,MiscBirds/RedThroated_Loon/bGavSte3_alt,TRB,4
CM061694.1,MiscBirds/RedThroated_Loon/bGavSte3_alt,TRG,4
CM061716.1,MiscBirds/RedThroated_Loon/bGavSte3_alt,TRD,7
JBDMAX010000034.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_pri,TRA,39
CM078463.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_pri,TRB,3
CM078460.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_pri,TRG,5
JBDMAX010000035.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_pri,TRD,8
CM078390.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_alt,TRB,6
CM078387.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_alt,TRG,5
JBDMAY010000033.1,MiscBirds/Mountain_OwletNightjar/bAegAlb1_alt,TRD,10
CM020170.1,MiscBirds/YellowThroated_Sandgrouse/bPteGut1_pri,TRA,33
CM020141.1,MiscBirds/YellowThroated_Sandgrouse/bPteGut1_pri,TRB,3
CM020144.1,MiscBirds/YellowThroated_Sandgrouse/bPteGut1_pri,TRG,4
CM020170.1,MiscBirds/YellowThroated_Sandgrouse/bPteGut1_pri,TRD,2
WNNF01001749.1,MiscBirds/YellowThroated_Sandgrouse/bPteGut1_alt,TRA,15
WNNF01001558.1,MiscBirds/YellowThroated_Sandgrouse/bPteGut1_alt,TRB,3
WNNF01001123.1,MiscBirds/YellowThroated_Sandgrouse/bPteGut1_alt,TRG,3
JASWHT010000025.1,Owls/Spotted_Owl/bStriOcc1_pri,TRA,50
JASWHT010000002.1,Owls/Spotted_Owl/bStriOcc1_pri,TRB,4
JASWHT010000001.1,Owls/Spotted_Owl/bStriOcc1_pri,TRG,5
JASWHT010000025.1,Owls/Spotted_Owl/bStriOcc1_pri,TRD,7
JASWHU010000025.1,Owls/Spotted_Owl/bStriOcc1_alt,TRA,49
JASWHU010000002.1,Owls/Spotted_Owl/bStriOcc1_alt,TRB,4
JASWHU010000001.1,Owls/Spotted_Owl/bStriOcc1_alt,TRG,5
JASWHU010000025.1,Owls/Spotted_Owl/bStriOcc1_alt,TRD,7
CM062899.1,Owls/Tawny_Owl/bStrAlu1_pri,TRA,69
CM062877.1,Owls/Tawny_Owl/bStrAlu1_pri,TRB,4
CM062876.1,Owls/Tawny_Owl/bStrAlu1_pri,TRG,5
CM062899.1,Owls/Tawny_Owl/bStrAlu1_pri,TRD,9
CM062966.1,Owls/Tawny_Owl/bStrAlu1_alt,TRA,67
CM062944.1,Owls/Tawny_Owl/bStrAlu1_alt,TRB,4
CM062943.1,Owls/Tawny_Owl/bStrAlu1_alt,TRG,5
CM062966.1,Owls/Tawny_Owl/bStrAlu1_alt,TRD,15
OZ222754.1,Owls/Little_Owl/bAthNoc1_pri,TRA,54
OZ222731.1,Owls/Little_Owl/bAthNoc1_pri,TRG,5
OZ222754.1,Owls/Little_Owl/bAthNoc1_pri,TRD,12
CM020323.1,Waterfowl/Tufted_Duck/bAytFul2_pri,TRA,36
CM020300.1,Waterfowl/Tufted_Duck/bAytFul2_pri,TRB,15
CM020301.1,Waterfowl/Tufted_Duck/bAytFul2_pri,TRG,21
CM020323.1,Waterfowl/Tufted_Duck/bAytFul2_pri,TRD,8
WNMN01000246.1,Waterfowl/Tufted_Duck/bAytFul2_alt,TRB,15
WNMN01000089.1,Waterfowl/Tufted_Duck/bAytFul2_alt,TRG,19
WNMN01000534.1,Waterfowl/Tufted_Duck/bAytFul2_alt,TRD,12
OZ124238.1,Waterfowl/Common_Pochard/bAytFer1_pri,TRA,39
OZ124214.1,Waterfowl/Common_Pochard/bAytFer1_pri,TRB,10
OZ124215.1,Waterfowl/Common_Pochard/bAytFer1_pri,TRG,20
OZ124238.1,Waterfowl/Common_Pochard/bAytFer1_pri,TRD,10
OZ223644.1,Waterfowl/Greater_Scaup/bAytMar2_pri,TRA,52
OZ223620.1,Waterfowl/Greater_Scaup/bAytMar2_pri,TRB,20
OZ223621.1,Waterfowl/Greater_Scaup/bAytMar2_pri,TRG,23
OZ223644.1,Waterfowl/Greater_Scaup/bAytMar2_pri,TRD,10
OZ037815.1,Waterfowl/RedCrested_Pochard/bNetRuf1_pri,TRA,58
OZ037790.1,Waterfowl/RedCrested_Pochard/bNetRuf1_pri,TRB,14
OZ037791.1,Waterfowl/RedCrested_Pochard/bNetRuf1_pri,TRG,19
OZ037815.1,Waterfowl/RedCrested_Pochard/bNetRuf1_pri,TRD,10
CAXIVA010000496.1,Waterfowl/RedCrested_Pochard/bNetRuf1_alt,TRA,46
CAXIVA010000115.1,Waterfowl/RedCrested_Pochard/bNetRuf1_alt,TRG,15
CAXIVA010000496.1,Waterfowl/RedCrested_Pochard/bNetRuf1_alt,TRD,14
OZ077001.1,Waterfowl/Mallard/bAnaPla2_pri,TRA,52
OZ076975.1,Waterfowl/Mallard/bAnaPla2_pri,TRB,16
OZ076976.1,Waterfowl/Mallard/bAnaPla2_pri,TRG,22
OZ077001.1,Waterfowl/Mallard/bAnaPla2_pri,TRD,18
NC_092614.1,Waterfowl/Mallard/bPekinDuck_T2T,TRA,47
NC_092587.1,Waterfowl/Mallard/bPekinDuck_T2T,TRB,15
NC_092588.1,Waterfowl/Mallard/bPekinDuck_T2T,TRG,19
NC_092614.1,Waterfowl/Mallard/bPekinDuck_T2T,TRD,17
CM020089.2,Waterfowl/Mute_Swan/bCygOlo1_pri,TRA,30
CM020065.2,Waterfowl/Mute_Swan/bCygOlo1_pri,TRB,10
CM020066.2,Waterfowl/Mute_Swan/bCygOlo1_pri,TRG,17
CM020089.2,Waterfowl/Mute_Swan/bCygOlo1_pri,TRD,10
OZ009988.1,Waterfowl/Northern_Pintail/bAnaAcu1_pri,TRA,46
OZ009962.1,Waterfowl/Northern_Pintail/bAnaAcu1_pri,TRB,12
OZ009963.1,Waterfowl/Northern_Pintail/bAnaAcu1_pri,TRG,17
OZ009988.1,Waterfowl/Northern_Pintail/bAnaAcu1_pri,TRD,15
CAWVPT010000185.1,Waterfowl/Northern_Pintail/bAnaAcu1_alt,TRB,11
CAWVPT010000373.1,Waterfowl/Northern_Pintail/bAnaAcu1_alt,TRG,18
CAWVPT010000441.1,Waterfowl/Northern_Pintail/bAnaAcu1_alt,TRD,15
OZ246735.1,Waterfowl/Canada_Goose/bBraCan1_pri,TRA,43
OZ246712.1,Waterfowl/Canada_Goose/bBraCan1_pri,TRB,7
OZ246713.1,Waterfowl/Canada_Goose/bBraCan1_pri,TRG,12
OZ246735.1,Waterfowl/Canada_Goose/bBraCan1_pri,TRD,13
CBDDMW010000114.1,Waterfowl/Canada_Goose/bBraCan1_alt,TRA,49
CBDDMW010000159.1,Waterfowl/Canada_Goose/bBraCan1_alt,TRB,12
CBDDMW010000071.1,Waterfowl/Canada_Goose/bBraCan1_alt,TRG,16
CBDDMW010000114.1,Waterfowl/Canada_Goose/bBraCan1_alt,TRD,7
CM079398.1,Waterfowl/Swan_Goose/bAnsCyg1_pri,TRA,54
CM079377.1,Waterfowl/Swan_Goose/bAnsCyg1_pri,TRB,13
CM079378.1,Waterfowl/Swan_Goose/bAnsCyg1_pri,TRG,24
CM079398.1,Waterfowl/Swan_Goose/bAnsCyg1_pri,TRD,11
OZ035909.1,Waterfowl/PinkFooted_Goose/bAnsBra1_pri,TRA,40
OZ035886.1,Waterfowl/PinkFooted_Goose/bAnsBra1_pri,TRB,8
OZ035887.1,Waterfowl/PinkFooted_Goose/bAnsBra1_pri,TRG,12
OZ035909.1,Waterfowl/PinkFooted_Goose/bAnsBra1_pri,TRD,13
CAXIUF010001142.1,Waterfowl/PinkFooted_Goose/bAnsBra1_alt,TRA,26
CAXIUF010000042.1,Waterfowl/PinkFooted_Goose/bAnsBra1_alt,TRB,9
CAXIUF010002957.1,Waterfowl/PinkFooted_Goose/bAnsBra1_alt,TRG,8
CAXIUF010001142.1,Waterfowl/PinkFooted_Goose/bAnsBra1_alt,TRD,12
OZ124280.1,Waterfowl/Domestic_Goose/bAnsAns1_pri,TRA,49
OZ124256.1,Waterfowl/Domestic_Goose/bAnsAns1_pri,TRB,7
OZ124257.1,Waterfowl/Domestic_Goose/bAnsAns1_pri,TRG,22
OZ124280.1,Waterfowl/Domestic_Goose/bAnsAns1_pri,TRD,8
OZ060860.1,Waterfowl/Common_Goldeneye/bBucCla1_pri,TRA,45
OZ060833.1,Waterfowl/Common_Goldeneye/bBucCla1_pri,TRB,12
OZ060839.1,Waterfowl/Common_Goldeneye/bBucCla1_pri,TRG,40
OZ060860.1,Waterfowl/Common_Goldeneye/bBucCla1_pri,TRD,8
CAXKXT010000124.1,Waterfowl/Common_Goldeneye/bBucCla1_alt,TRA,39
CAXKXT010000069.1,Waterfowl/Common_Goldeneye/bBucCla1_alt,TRB,11
CAXKXT010000124.1,Waterfowl/Common_Goldeneye/bBucCla1_alt,TRD,10
OZ022448.1,Waterfowl/LongTailed_Duck/bClaHye2_pri,TRA,49
OZ022426.1,Waterfowl/LongTailed_Duck/bClaHye2_pri,TRB,13
OZ022427.1,Waterfowl/LongTailed_Duck/bClaHye2_pri,TRG,16
OZ022448.1,Waterfowl/LongTailed_Duck/bClaHye2_pri,TRD,10
CAXDIQ010001152.1,Waterfowl/LongTailed_Duck/bClaHye2_alt,TRA,3
CAXDIQ010000460.1,Waterfowl/LongTailed_Duck/bClaHye2_alt,TRB,13
